purchase_id,student_id,subscription_id,subscription,refunds,price,refund_id,refunded_date,first_purchase_date,current_purchase_date,revenue_type,student_country
14647,254507,6542,annual,net revenue,124.6,NULL,NULL,11/29/2021 0:45,11/29/2021 0:45,new,CA
14648,246109,6543,annual,net revenue,118.42,NULL,NULL,11/29/2021 0:45,11/29/2021 0:45,new,BR
14649,254852,6544,annual,net revenue,118.66,NULL,NULL,11/29/2021 0:51,11/29/2021 0:51,new,MA
14650,254847,6545,annual,refund,118.77,NULL,12/28/2021 8:15,11/29/2021 0:59,11/29/2021 0:59,new,BA
14651,6051,NULL,annual,net revenue,174,NULL,NULL,11/29/2020 2:00,11/29/2021 0:59,recurring,DE
14652,193807,6546,annual,net revenue,126.96,NULL,NULL,11/29/2021 1:01,11/29/2021 1:01,new,US
14653,17378,6547,annual,net revenue,118.66,NULL,NULL,11/29/2021 1:09,11/29/2021 1:09,new,EG
14654,226169,6548,annual,net revenue,129.19,NULL,NULL,11/29/2021 1:15,11/29/2021 1:15,new,TN
14655,176900,6549,annual,net revenue,130.65,NULL,NULL,11/29/2021 1:19,11/29/2021 1:19,new,AU
14656,254854,6550,annual,net revenue,118.66,NULL,NULL,11/29/2021 1:21,11/29/2021 1:21,new,VN
14657,175978,6551,annual,net revenue,136.88,NULL,NULL,11/29/2021 1:34,11/29/2021 1:34,new,NZ
14658,240022,6552,annual,net revenue,118.66,NULL,NULL,11/29/2021 1:47,11/29/2021 1:47,new,US
14659,254855,6553,annual,net revenue,118.66,NULL,NULL,11/29/2021 1:51,11/29/2021 1:51,new,US
14660,177077,6554,annual,net revenue,128.89,NULL,NULL,11/29/2021 2:05,11/29/2021 2:05,new,US
14661,175266,6555,annual,net revenue,140.04,NULL,NULL,11/29/2021 2:08,11/29/2021 2:08,new,IN
14662,211035,6556,annual,refund,125.78,NULL,1/4/2022 9:13,11/29/2021 2:24,11/29/2021 2:24,new,US
14663,195309,6557,annual,net revenue,142.6,NULL,NULL,11/29/2021 2:45,11/29/2021 2:45,new,JP
14664,189977,6558,annual,net revenue,126.25,NULL,NULL,11/29/2021 2:48,11/29/2021 2:48,new,US
14665,239659,6559,annual,net revenue,118.66,NULL,NULL,11/29/2021 2:57,11/29/2021 2:57,new,US
14666,175737,6560,annual,net revenue,118.66,NULL,NULL,11/29/2021 2:59,11/29/2021 2:59,new,US
14667,254860,6561,annual,net revenue,118.66,NULL,NULL,11/29/2021 3:10,11/29/2021 3:10,new,IN
14668,252175,6562,annual,net revenue,118.66,NULL,NULL,11/29/2021 3:12,11/29/2021 3:12,new,US
14669,247308,6563,annual,net revenue,118.66,NULL,NULL,11/29/2021 3:15,11/29/2021 3:15,new,VN
14670,254862,6564,annual,net revenue,118.66,NULL,NULL,11/29/2021 3:32,11/29/2021 3:32,new,US
14671,204745,6565,annual,net revenue,136.46,NULL,NULL,11/29/2021 3:35,11/29/2021 3:35,new,SA
14672,182242,6566,annual,net revenue,127.55,NULL,NULL,11/29/2021 3:35,11/29/2021 3:35,new,US
14673,113892,6567,annual,net revenue,118.64,NULL,NULL,11/29/2021 3:45,11/29/2021 3:45,new,MX
14674,209613,6568,annual,net revenue,118.66,NULL,NULL,11/29/2021 3:46,11/29/2021 3:46,new,US
14675,242790,6569,annual,net revenue,130.65,NULL,NULL,11/29/2021 3:47,11/29/2021 3:47,new,AU
14676,254810,6570,annual,net revenue,124.6,NULL,NULL,11/29/2021 3:48,11/29/2021 3:48,new,CA
14677,254866,6571,annual,net revenue,118.66,NULL,NULL,11/29/2021 3:49,11/29/2021 3:49,new,US
14678,254868,6572,annual,net revenue,118.66,NULL,NULL,11/29/2021 3:56,11/29/2021 3:56,new,MX
14679,254869,6573,annual,net revenue,118.66,NULL,NULL,11/29/2021 3:57,11/29/2021 3:57,new,US
14680,254870,6574,annual,net revenue,130.65,NULL,NULL,11/29/2021 4:00,11/29/2021 4:00,new,AU
14681,248879,6575,annual,net revenue,141.48,NULL,NULL,11/29/2021 4:01,11/29/2021 4:01,new,DE
14682,212968,6576,annual,net revenue,140.04,NULL,NULL,11/29/2021 4:03,11/29/2021 4:03,new,IN
14683,164700,6577,annual,net revenue,126.25,NULL,NULL,11/29/2021 4:03,11/29/2021 4:03,new,US
14684,254871,6578,annual,net revenue,128.89,NULL,NULL,11/29/2021 4:04,11/29/2021 4:04,new,US
14685,254867,6579,annual,net revenue,118.66,NULL,NULL,11/29/2021 4:12,11/29/2021 4:12,new,EG
14686,237641,6580,annual,net revenue,130.83,NULL,NULL,11/29/2021 4:23,11/29/2021 4:23,new,KR
14687,6408,6581,annual,net revenue,126.25,NULL,NULL,5/25/2020 0:00,11/29/2021 4:28,recurring,US
14688,166929,5337,annual,net revenue,116.59,NULL,NULL,9/1/2021 6:13,11/29/2021 4:28,recurring,US
14691,247283,6582,annual,net revenue,127.23,NULL,NULL,11/29/2021 4:30,11/29/2021 4:30,new,SG
14695,254872,6583,annual,net revenue,141.48,NULL,NULL,11/29/2021 4:32,11/29/2021 4:32,new,DE
14689,254858,6584,annual,net revenue,141.48,NULL,NULL,11/29/2021 4:40,11/29/2021 4:40,new,NL
14690,254874,6585,annual,net revenue,118.66,NULL,NULL,11/29/2021 4:40,11/29/2021 4:40,new,US
14692,254522,6586,annual,net revenue,118.66,NULL,NULL,11/29/2021 4:57,11/29/2021 4:57,new,IN
14693,182187,6587,annual,net revenue,118.66,NULL,NULL,11/29/2021 4:57,11/29/2021 4:57,new,US
14694,152188,6588,annual,net revenue,140.04,NULL,NULL,11/29/2021 5:02,11/29/2021 5:02,new,IN
14696,184469,6589,annual,net revenue,130.65,NULL,NULL,11/29/2021 5:12,11/29/2021 5:12,new,AU
14697,254796,6590,annual,net revenue,118.66,NULL,NULL,11/29/2021 5:16,11/29/2021 5:16,new,US
14698,254875,6591,annual,net revenue,134.09,NULL,NULL,11/29/2021 5:17,11/29/2021 5:17,new,CA
14699,254878,6592,annual,net revenue,118.66,NULL,NULL,11/29/2021 5:25,11/29/2021 5:25,new,PH
14700,184631,6593,annual,net revenue,118.66,NULL,NULL,11/29/2021 5:26,11/29/2021 5:26,new,BM
14701,254880,6594,annual,net revenue,118.66,NULL,NULL,11/29/2021 5:31,11/29/2021 5:31,new,US
14702,254873,6595,annual,net revenue,124.6,NULL,NULL,11/29/2021 5:32,11/29/2021 5:32,new,CA
14703,254882,6596,annual,net revenue,130.65,NULL,NULL,11/29/2021 5:36,11/29/2021 5:36,new,AU
14704,254881,6597,annual,net revenue,118.66,NULL,NULL,11/29/2021 5:37,11/29/2021 5:37,new,US
14705,156575,6598,annual,net revenue,118.66,NULL,NULL,11/29/2021 5:40,11/29/2021 5:40,new,SA
14706,1102,6599,annual,net revenue,140.04,NULL,NULL,9/1/2020 0:00,11/29/2021 5:45,recurring,IN
14707,186284,6600,annual,refund,127.23,NULL,1/4/2022 12:36,11/29/2021 5:46,11/29/2021 5:46,new,SG
14708,254838,6601,annual,net revenue,127.26,NULL,NULL,11/29/2021 5:59,11/29/2021 5:59,new,US
14709,84655,6602,annual,net revenue,118.66,NULL,NULL,11/29/2021 6:09,11/29/2021 6:09,new,US
14710,254888,6603,annual,refund,130.66,NULL,11/29/2021 10:47,11/29/2021 6:14,11/29/2021 6:14,new,AU
14711,254889,6604,monthly,net revenue,38.43,NULL,NULL,11/29/2021 6:15,11/29/2021 6:15,new,US
14712,4441,6605,annual,net revenue,118.66,NULL,NULL,11/29/2021 6:21,11/29/2021 6:21,new,US
14713,51495,6606,annual,net revenue,118.66,NULL,NULL,11/29/2021 6:22,11/29/2021 6:22,new,IN
14714,228171,6607,annual,net revenue,118.66,NULL,NULL,11/29/2021 6:35,11/29/2021 6:35,new,EG
14715,173105,6608,annual,net revenue,142.59,NULL,NULL,11/29/2021 6:39,11/29/2021 6:39,new,BG
14716,181219,6609,annual,net revenue,118.66,NULL,NULL,11/29/2021 6:42,11/29/2021 6:42,new,EG
14717,254897,6610,annual,net revenue,118.66,NULL,NULL,11/29/2021 7:20,11/29/2021 7:20,new,US
14718,186595,6611,annual,net revenue,118.66,NULL,NULL,11/29/2021 7:25,11/29/2021 7:25,new,EG
14719,254899,6612,annual,net revenue,118.66,NULL,NULL,11/29/2021 7:26,11/29/2021 7:26,new,US
14720,191038,6613,annual,net revenue,140.04,NULL,NULL,11/29/2021 7:26,11/29/2021 7:26,new,IN
14721,254900,6614,annual,net revenue,126.25,NULL,NULL,11/29/2021 7:28,11/29/2021 7:28,new,US
14722,254901,6615,annual,net revenue,118.66,NULL,NULL,11/29/2021 7:28,11/29/2021 7:28,new,US
14724,170636,6617,annual,net revenue,140.04,NULL,NULL,11/29/2021 7:37,11/29/2021 7:37,new,IN
14725,204657,6618,annual,net revenue,118.66,NULL,NULL,11/29/2021 7:44,11/29/2021 7:44,new,EG
14726,197290,6619,annual,net revenue,118.66,NULL,NULL,11/29/2021 7:48,11/29/2021 7:48,new,EG
14727,215869,6620,annual,net revenue,136.46,NULL,NULL,11/29/2021 7:50,11/29/2021 7:50,new,SA
14728,254528,6621,monthly,net revenue,37.8,NULL,NULL,11/29/2021 7:54,11/29/2021 7:54,new,AE
14729,34172,6622,annual,net revenue,136.46,NULL,NULL,11/29/2021 8:08,11/29/2021 8:08,new,SA
14730,7307,779,annual,net revenue,139.2,NULL,NULL,11/29/2020 0:00,11/29/2021 8:15,recurring,US
14731,2397,734,annual,net revenue,145.12,NULL,NULL,11/29/2020 0:00,11/29/2021 8:15,recurring,US
14733,166347,5295,monthly,net revenue,38.59,NULL,NULL,8/29/2021 9:36,11/29/2021 8:20,recurring,KR
14734,147733,3918,monthly,net revenue,31.59,NULL,NULL,3/29/2021 19:01,11/29/2021 8:20,recurring,CL
14732,147130,6623,annual,net revenue,142.67,NULL,NULL,11/29/2021 8:24,11/29/2021 8:24,new,GB
14735,7268,770,annual,net revenue,131.7,NULL,NULL,11/29/2020 0:00,11/29/2021 8:25,recurring,HU
14736,3471,766,annual,refund,139.2,NULL,12/2/2021 15:34,11/29/2020 0:00,11/29/2021 8:25,recurring,MY
14737,2677,752,annual,net revenue,139.2,NULL,NULL,11/29/2020 0:00,11/29/2021 8:27,recurring,AE
14738,6885,750,annual,net revenue,139.2,NULL,NULL,11/29/2020 0:00,11/29/2021 8:27,recurring,US
14739,4686,743,annual,net revenue,139.2,NULL,NULL,11/29/2020 0:00,11/29/2021 8:28,recurring,US
14740,143025,742,annual,refund,159.4,NULL,12/21/2021 7:36,11/29/2020 0:00,11/29/2021 8:28,recurring,BE
14741,143026,724,annual,net revenue,147.77,NULL,NULL,11/29/2020 0:00,11/29/2021 8:28,recurring,AU
14742,1208,725,annual,refund,139.2,NULL,11/29/2021 9:23,11/29/2020 0:00,11/29/2021 8:28,recurring,FR
14749,230140,6624,annual,net revenue,118.66,NULL,NULL,11/29/2021 8:31,11/29/2021 8:31,new,NL
14744,158129,5293,monthly,net revenue,42.49,NULL,NULL,8/29/2021 1:12,11/29/2021 8:32,recurring,NG
14743,107276,6625,annual,net revenue,118.66,NULL,NULL,11/29/2021 8:39,11/29/2021 8:39,new,EG
14745,193998,6626,annual,net revenue,118.66,NULL,NULL,11/29/2021 8:41,11/29/2021 8:41,new,PY
14746,198958,6627,annual,net revenue,118.66,NULL,NULL,11/29/2021 8:44,11/29/2021 8:44,new,IN
14747,254906,6628,annual,net revenue,136.46,NULL,NULL,11/29/2021 8:45,11/29/2021 8:45,new,SA
14748,198268,6629,annual,net revenue,141.46,NULL,NULL,11/29/2021 8:47,11/29/2021 8:47,new,DE
14752,151574,4145,monthly,net revenue,38.3,NULL,NULL,4/29/2021 12:21,11/29/2021 8:51,recurring,
14753,161719,5043,monthly,net revenue,38.16,NULL,NULL,7/29/2021 1:51,11/29/2021 8:51,recurring,US
14755,7246,737,annual,net revenue,139.2,NULL,NULL,5/25/2020 0:00,11/29/2021 8:53,recurring,AE
14756,6606,758,annual,refund,159.4,NULL,12/20/2021 14:10,11/29/2020 0:00,11/29/2021 8:53,recurring,BE
14757,166417,5297,monthly,net revenue,28.98,NULL,NULL,8/29/2021 15:15,11/29/2021 8:54,recurring,SA
14758,7121,774,annual,refund,160.06,NULL,11/29/2021 11:07,11/29/2020 0:00,11/29/2021 8:56,recurring,CA
14750,175024,6630,annual,net revenue,148.54,NULL,NULL,11/29/2021 8:56,11/29/2021 8:56,new,NO
14759,7076,769,annual,net revenue,145.59,NULL,NULL,11/29/2020 0:00,11/29/2021 8:56,recurring,SG
14760,7272,759,annual,net revenue,139.2,NULL,NULL,11/29/2020 0:00,11/29/2021 8:58,recurring,EG
14761,7244,735,annual,net revenue,159.4,NULL,NULL,11/29/2020 0:00,11/29/2021 8:59,recurring,ES
14762,1513,723,annual,net revenue,159.4,NULL,NULL,11/29/2020 0:00,11/29/2021 8:59,recurring,ES
14764,3056,755,annual,net revenue,152.85,NULL,NULL,11/29/2020 0:00,11/29/2021 9:01,recurring,ES
14754,242006,6631,annual,net revenue,118.66,NULL,NULL,11/29/2021 9:02,11/29/2021 9:02,new,EG
14765,3478,782,annual,net revenue,139.2,NULL,NULL,11/29/2020 0:00,11/29/2021 9:09,recurring,PH
14763,252053,NULL,annual,net revenue,118,NULL,NULL,11/29/2021 9:10,11/29/2021 9:10,new,IN
14767,7317,776,annual,net revenue,139.2,NULL,NULL,11/29/2020 0:00,11/29/2021 9:10,recurring,US
14768,947,768,annual,net revenue,151.55,NULL,NULL,11/29/2020 0:00,11/29/2021 9:10,recurring,US
14769,6855,761,annual,net revenue,167.37,NULL,NULL,11/29/2020 0:00,11/29/2021 9:12,recurring,GB
14770,7475,747,annual,net revenue,127.1,NULL,NULL,11/29/2020 0:00,11/29/2021 9:12,recurring,MX
14771,1042,732,annual,refund,139.2,NULL,11/30/2021 14:24,11/29/2020 0:00,11/29/2021 9:13,recurring,MA
14772,7238,731,annual,net revenue,139.2,NULL,NULL,11/29/2020 0:00,11/29/2021 9:13,recurring,BD
14773,7008,721,annual,refund,152.85,NULL,12/14/2021 14:22,11/29/2020 0:00,11/29/2021 9:13,recurring,DE
14766,248485,6632,annual,net revenue,118.66,NULL,NULL,11/29/2021 9:18,11/29/2021 9:18,new,PK
14779,6924,729,annual,net revenue,139.2,NULL,NULL,11/29/2020 0:00,11/29/2021 9:22,recurring,KW
14774,208147,6633,annual,net revenue,141.46,NULL,NULL,11/29/2021 9:23,11/29/2021 9:23,new,DE
14775,148755,5378,annual,net revenue,108.24,NULL,NULL,9/8/2021 14:16,11/29/2021 9:23,recurring,SA
14776,254918,6634,annual,net revenue,124.6,NULL,NULL,11/29/2021 9:24,11/29/2021 9:24,new,AE
14781,1069,763,annual,net revenue,139.47,NULL,NULL,11/29/2020 0:00,11/29/2021 9:25,recurring,GB
14782,41269,764,annual,net revenue,154.21,NULL,NULL,11/29/2020 0:00,11/29/2021 9:25,recurring,PL
14783,7224,765,annual,net revenue,147.77,NULL,NULL,11/29/2020 0:00,11/29/2021 9:25,recurring,AU
14777,201752,6635,annual,net revenue,141.46,NULL,NULL,11/29/2021 9:25,11/29/2021 9:25,new,DE
14778,22980,6636,annual,net revenue,141.46,NULL,NULL,11/29/2021 9:28,11/29/2021 9:28,new,DE
14780,181083,NULL,annual,net revenue,118,NULL,NULL,11/29/2021 9:32,11/29/2021 9:32,new,SD
14784,23781,6637,annual,net revenue,142.59,NULL,NULL,11/29/2021 9:35,11/29/2021 9:35,new,BG
14785,254919,6638,annual,net revenue,124.6,NULL,NULL,11/29/2021 9:35,11/29/2021 9:35,new,AE
14786,248002,6639,annual,net revenue,140.04,NULL,NULL,11/29/2021 9:37,11/29/2021 9:37,new,IN
14787,171425,6640,annual,net revenue,130.66,NULL,NULL,11/29/2021 9:41,11/29/2021 9:41,new,AU
14788,5064,6641,annual,net revenue,140.02,NULL,NULL,11/28/2020 0:00,11/29/2021 9:43,recurring,DE
14789,233619,6642,annual,net revenue,118.66,NULL,NULL,11/29/2021 9:44,11/29/2021 9:44,new,LB
14790,1522,809,annual,net revenue,160.08,NULL,NULL,11/28/2020 0:00,11/29/2021 9:49,recurring,ZA
14791,35284,6643,annual,net revenue,136.46,NULL,NULL,11/29/2021 9:49,11/29/2021 9:49,new,CI
14792,225990,6644,annual,net revenue,118.66,NULL,NULL,11/29/2021 9:58,11/29/2021 9:58,new,NG
14793,219514,6645,annual,net revenue,147.43,NULL,NULL,11/29/2021 9:58,11/29/2021 9:58,new,GR
14794,254916,6646,annual,net revenue,118.66,NULL,NULL,11/29/2021 9:58,11/29/2021 9:58,new,DE
14795,254558,6647,annual,net revenue,118.66,NULL,NULL,11/29/2021 9:59,11/29/2021 9:59,new,EG
14796,237063,6648,annual,net revenue,126.97,NULL,NULL,11/29/2021 9:59,11/29/2021 9:59,new,TH
14797,234364,6649,annual,net revenue,146.04,NULL,NULL,11/29/2021 10:03,11/29/2021 10:03,new,PL
14798,230273,6650,annual,net revenue,124.6,NULL,NULL,11/29/2021 10:07,11/29/2021 10:07,new,RU
14799,166037,6651,annual,net revenue,118.78,NULL,NULL,11/29/2021 10:07,11/29/2021 10:07,new,AU
14800,254886,6652,annual,net revenue,142.67,NULL,NULL,11/29/2021 10:13,11/29/2021 10:13,new,GB
14801,243946,6653,annual,net revenue,142.67,NULL,NULL,11/29/2021 10:16,11/29/2021 10:16,new,GB
14811,246941,6654,annual,net revenue,130.66,NULL,NULL,11/29/2021 10:20,11/29/2021 10:20,new,AU
14812,53967,6655,annual,net revenue,144.82,NULL,NULL,11/29/2021 10:24,11/29/2021 10:24,new,IT
14802,222471,NULL,monthly,net revenue,21.6,NULL,NULL,11/29/2021 10:27,11/29/2021 10:27,new,IN
14803,254428,6656,annual,net revenue,140.04,NULL,NULL,11/29/2021 10:27,11/29/2021 10:27,new,IN
14804,195067,NULL,annual,net revenue,118,NULL,NULL,11/29/2021 10:31,11/29/2021 10:31,new,GH
14805,254926,6657,monthly,net revenue,42.48,NULL,NULL,11/29/2021 10:33,11/29/2021 10:33,new,TR
14806,187202,6658,annual,net revenue,118.66,NULL,NULL,11/29/2021 10:36,11/29/2021 10:36,new,QA
14807,234971,6659,annual,net revenue,118.66,NULL,NULL,11/29/2021 10:36,11/29/2021 10:36,new,EG
14808,8877,6660,annual,net revenue,118.66,NULL,NULL,11/29/2021 10:55,11/29/2021 10:55,new,JO
14809,218862,6661,annual,net revenue,126.25,NULL,NULL,11/29/2021 10:55,11/29/2021 10:55,new,US
14810,196357,NULL,annual,net revenue,118,NULL,NULL,11/29/2021 10:55,11/29/2021 10:55,new,KE
14813,212936,6662,annual,net revenue,118.66,NULL,NULL,11/29/2021 11:02,11/29/2021 11:02,new,EG
14814,254931,6663,annual,net revenue,126.97,NULL,NULL,11/29/2021 11:03,11/29/2021 11:03,new,TH
14815,89052,6664,annual,net revenue,143.45,NULL,NULL,11/29/2021 11:05,11/29/2021 11:05,new,CZ
14816,254932,6665,annual,net revenue,136.46,NULL,NULL,11/29/2021 11:12,11/29/2021 11:12,new,SA
14817,211139,6666,annual,net revenue,140.04,NULL,NULL,11/29/2021 11:27,11/29/2021 11:27,new,IN
14818,209256,6667,annual,net revenue,142.67,NULL,NULL,11/29/2021 11:33,11/29/2021 11:33,new,GB
14819,159239,6668,annual,net revenue,142.59,NULL,NULL,11/29/2021 11:38,11/29/2021 11:38,new,FR
14820,149601,6669,annual,net revenue,127.23,NULL,NULL,11/29/2021 11:40,11/29/2021 11:40,new,SG
14821,254935,6670,annual,net revenue,150.78,NULL,NULL,11/29/2021 11:48,11/29/2021 11:48,new,HU
14822,171210,6671,annual,net revenue,130.53,NULL,NULL,11/29/2021 11:50,11/29/2021 11:50,new,ID
14823,230631,6672,annual,net revenue,126.97,NULL,NULL,11/29/2021 11:51,11/29/2021 11:51,new,US
14824,249503,6673,annual,net revenue,118.66,NULL,NULL,11/29/2021 11:51,11/29/2021 11:51,new,JP
14825,241170,6674,annual,net revenue,143.7,NULL,NULL,11/29/2021 11:55,11/29/2021 11:55,new,ES
14826,222899,6675,annual,net revenue,118.66,NULL,NULL,11/29/2021 11:57,11/29/2021 11:57,new,EG
14827,242677,6676,monthly,net revenue,33.19,NULL,NULL,11/22/2021 20:33,11/29/2021 11:57,recurring,US
14828,254593,NULL,annual,net revenue,118,NULL,NULL,11/29/2021 12:00,11/29/2021 12:00,new,IN
14829,185208,6677,annual,net revenue,143.7,NULL,NULL,11/29/2021 12:01,11/29/2021 12:01,new,BE
14830,242454,NULL,annual,net revenue,118,NULL,NULL,11/29/2021 12:02,11/29/2021 12:02,new,TR
14831,254941,6678,annual,net revenue,142.59,NULL,NULL,11/29/2021 12:05,11/29/2021 12:05,new,BG
14832,247869,6679,annual,net revenue,130.66,NULL,NULL,11/29/2021 12:05,11/29/2021 12:05,new,AU
14833,175835,6680,annual,net revenue,130.66,NULL,NULL,11/29/2021 12:09,11/29/2021 12:09,new,AU
14834,235168,6681,annual,net revenue,140.04,NULL,NULL,11/29/2021 12:11,11/29/2021 12:11,new,IN
14835,254914,6682,annual,net revenue,140.04,NULL,NULL,11/29/2021 12:12,11/29/2021 12:12,new,IN
14836,1863,6683,annual,net revenue,130.66,NULL,NULL,9/24/2020 0:00,11/29/2021 12:13,recurring,AU
14837,254929,6684,annual,net revenue,118.68,NULL,NULL,11/29/2021 12:15,11/29/2021 12:15,new,IN
14838,254942,6685,annual,net revenue,131,NULL,NULL,11/29/2021 12:17,11/29/2021 12:17,new,US
14839,181545,6686,annual,net revenue,142.67,NULL,NULL,11/29/2021 12:22,11/29/2021 12:22,new,NG
14840,185622,6687,annual,net revenue,118.66,NULL,NULL,11/29/2021 12:23,11/29/2021 12:23,new,US
14841,254946,6688,annual,net revenue,141.46,NULL,NULL,11/29/2021 12:25,11/29/2021 12:25,new,DE
14842,193565,6689,annual,net revenue,118.66,NULL,NULL,11/29/2021 12:25,11/29/2021 12:25,new,BD
14843,254947,6690,annual,net revenue,118.66,NULL,NULL,11/29/2021 12:26,11/29/2021 12:26,new,KE
14844,233060,6691,annual,net revenue,140.04,NULL,NULL,11/29/2021 12:29,11/29/2021 12:29,new,IN
14854,254949,6692,annual,net revenue,142.67,NULL,NULL,11/29/2021 12:32,11/29/2021 12:32,new,GB
14845,158105,6693,monthly,net revenue,43.67,NULL,NULL,6/24/2021 22:13,11/29/2021 12:32,recurring,SK
14846,1008,6694,annual,net revenue,143.7,NULL,NULL,11/27/2020 0:00,11/29/2021 12:33,recurring,BE
14847,228256,6695,annual,net revenue,118.66,NULL,NULL,11/29/2021 12:36,11/29/2021 12:36,new,ZA
14848,58045,6696,annual,net revenue,118.66,NULL,NULL,11/29/2021 12:38,11/29/2021 12:38,new,US
14849,169768,6697,annual,net revenue,118.66,NULL,NULL,11/29/2021 12:42,11/29/2021 12:42,new,MW
14850,162792,6698,monthly,net revenue,36,NULL,NULL,9/24/2021 14:56,11/29/2021 12:43,recurring,GH
14851,254952,6699,annual,net revenue,118.66,NULL,NULL,11/29/2021 12:47,11/29/2021 12:47,new,US
14852,241407,6700,annual,net revenue,118.66,NULL,NULL,11/29/2021 12:49,11/29/2021 12:49,new,US
14853,238843,6701,annual,net revenue,142.59,NULL,NULL,11/29/2021 12:50,11/29/2021 12:50,new,AT
14855,138559,6702,annual,net revenue,130.66,NULL,NULL,11/29/2021 12:52,11/29/2021 12:52,new,AU
14856,178655,6703,annual,net revenue,127.23,NULL,NULL,11/29/2021 12:55,11/29/2021 12:55,new,SG
14857,254262,6704,annual,net revenue,143.7,NULL,NULL,11/29/2021 12:57,11/29/2021 12:57,new,ES
14858,239289,6705,annual,net revenue,118.66,NULL,NULL,11/29/2021 13:00,11/29/2021 13:00,new,CA
14859,147594,6706,annual,net revenue,118.58,NULL,NULL,11/29/2021 13:04,11/29/2021 13:04,new,HK
14860,254958,6707,annual,net revenue,118.66,NULL,NULL,11/29/2021 13:07,11/29/2021 13:07,new,VN
14861,245829,6708,annual,net revenue,118.66,NULL,NULL,11/29/2021 13:07,11/29/2021 13:07,new,AR
14862,222171,6709,annual,net revenue,142.67,NULL,NULL,11/29/2021 13:08,11/29/2021 13:08,new,JE
14863,254959,6710,annual,net revenue,118.66,NULL,NULL,11/29/2021 13:11,11/29/2021 13:11,new,BD
14864,246800,6711,annual,net revenue,142.67,NULL,NULL,11/29/2021 13:11,11/29/2021 13:11,new,GB
14865,158659,6712,annual,net revenue,127.23,NULL,NULL,11/29/2021 13:15,11/29/2021 13:15,new,SG
14866,239404,6713,annual,net revenue,141.46,NULL,NULL,11/29/2021 13:16,11/29/2021 13:16,new,DE
14867,59568,6714,annual,net revenue,118.66,NULL,NULL,11/29/2021 13:17,11/29/2021 13:17,new,PH
14868,10690,6715,annual,net revenue,118.66,NULL,NULL,4/19/2020 0:00,11/29/2021 13:18,recurring,ZW
14869,21449,6716,annual,net revenue,142.67,NULL,NULL,3/7/2020 0:00,11/29/2021 13:22,recurring,GB
14870,211603,6717,annual,net revenue,140.04,NULL,NULL,11/29/2021 13:25,11/29/2021 13:25,new,IN
14871,19821,6718,annual,net revenue,126.25,NULL,NULL,4/28/2020 0:00,11/29/2021 13:26,recurring,US
14872,1419,6719,annual,net revenue,140.04,NULL,NULL,11/29/2021 13:40,11/29/2021 13:40,new,IN
14873,254964,6720,annual,refund,118.66,NULL,12/6/2021 7:54,11/29/2021 13:42,11/29/2021 13:42,new,EG
14874,254953,6721,annual,net revenue,143.7,NULL,NULL,11/29/2021 13:45,11/29/2021 13:45,new,ES
14875,230052,6722,annual,net revenue,130.66,NULL,NULL,11/29/2021 13:51,11/29/2021 13:51,new,AU
14876,254481,6723,annual,net revenue,136.47,NULL,NULL,11/29/2021 13:51,11/29/2021 13:51,new,CA
14877,254971,6724,annual,net revenue,143.7,NULL,NULL,11/29/2021 14:00,11/29/2021 14:00,new,NL
14878,171287,6725,annual,net revenue,142.67,NULL,NULL,11/29/2021 14:01,11/29/2021 14:01,new,GB
14879,242856,6726,annual,net revenue,145.94,NULL,NULL,11/29/2021 14:01,11/29/2021 14:01,new,PT
14880,254972,6727,annual,net revenue,143.7,NULL,NULL,11/29/2021 14:02,11/29/2021 14:02,new,NL
14881,252669,6728,annual,net revenue,118.66,NULL,NULL,11/29/2021 14:05,11/29/2021 14:05,new,SA
14882,4376,896,annual,net revenue,148.11,NULL,NULL,11/25/2020 0:00,11/29/2021 14:06,recurring,US
14910,155031,6729,annual,net revenue,142.67,NULL,NULL,11/29/2021 14:11,11/29/2021 14:11,new,GB
14913,150906,6730,annual,net revenue,128.16,NULL,NULL,7/2/2021 18:28,11/29/2021 14:13,recurring,US
14883,164348,5189,annual,net revenue,95.57,NULL,NULL,8/20/2021 2:20,11/29/2021 14:13,recurring,KH
14884,206754,6731,annual,refund,118.66,NULL,12/17/2021 7:19,11/29/2021 14:15,11/29/2021 14:15,new,JP
14885,254362,6732,annual,net revenue,142.59,NULL,NULL,11/29/2021 14:16,11/29/2021 14:16,new,BG
14886,190877,6733,annual,net revenue,118.66,NULL,NULL,11/29/2021 14:18,11/29/2021 14:18,new,PH
14887,222991,6734,annual,net revenue,118.66,NULL,NULL,11/29/2021 14:19,11/29/2021 14:19,new,CA
14888,180668,6735,annual,net revenue,118.58,NULL,NULL,11/29/2021 14:19,11/29/2021 14:19,new,HK
14889,254968,6736,annual,net revenue,118.66,NULL,NULL,11/29/2021 14:19,11/29/2021 14:19,new,BD
14890,214254,6737,annual,net revenue,124.6,NULL,NULL,11/29/2021 14:21,11/29/2021 14:21,new,AE
14891,180282,6738,annual,net revenue,118.66,NULL,NULL,11/29/2021 14:21,11/29/2021 14:21,new,US
14892,180637,6739,annual,net revenue,118.66,NULL,NULL,11/29/2021 14:26,11/29/2021 14:26,new,US
14893,8539,6740,annual,net revenue,118.66,NULL,NULL,9/24/2020 0:00,11/29/2021 14:26,recurring,PK
